id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
GO10A,Orkide Gold Ring Napkin Holder,"Orkide napkin ring is an elegant table accessory inspired by the graceful beauty of the orchid flower. Its refined design and silver-plated finish add a luxurious touch to any table setting. Product Sizes: Width: 7 cm Length: 3 cm Height: 3,5 cm Gram: 56 gr",in stock,new,49.00 USD,https://www.laledevri.com.tr/en/shop/ring-napkin-holder-gold-orkide-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0051.jpg,Lale Devri,6324,,50,,,,,Gold,,,Silver Plated,,,0.056 kg,,,,,,Collections,Napkin Holders,
GKN23,Kanuni Ring Napkin Holder,"Kanuni Napkin Ring is an elegant table accessory crafted with a silver-plated surface and delicately detailed gold-plated patterns. The graceful brilliance of silver combined with the richness and sophisticated aesthetic for refined table settings. Product Sizes: Width: 7 cm Length: 3 cm Height: 3,5 cm Gram: 30 gr",in stock,new,34.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-ring-napkin-holder/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0052.jpg,Lale Devri,6324,,50,,,,,,,,Silver Plated,,,0.03 kg,,,,,,Collections,Kanuni,
GKN23A,Kanuni Gold Ring Napkin Holder,"Kanuni Napkin Ring is an elegant table accessory crafted with a silver-plated surface and delicately detailed gold-plated patterns. The graceful brilliance of silver combined with the richness of gold accents creates a balanced and sophisticated aesthetic for refined table settings. Product Sizes: Width: 7 cm Length: 3 cm Height: 3,5 cm Gram: 30 gr",in stock,new,44.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-gold-ring-napkin-holder/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0053.jpg,Lale Devri,6324,,50,,,,,Gold,,,Silver Plated,,,0.03 kg,,,,,,Collections,Kanuni,
GVn25,Venice Circle Ring Napkin Holder,"Venice napkin ring is an elegant table accessory designed to add a refined touch to your dining table. Featuring fine craftsmanship and a silver-plated finish, it enhances both everyday dining and special occasions. Perfect for dinner parties, restaurants, hotels, restaurants, hotels, and special events, this napkin ring complements both classic and modern table arrangements.",in stock,new,63.00 USD,https://www.laledevri.com.tr/en/shop/venice-circle-ring-napkin-holder/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0054.jpg,Lale Devri,6324,,50,,,,,,,,Silver Plated,,,0.018 kg,,,,,,Collections,Napkin Holders,
GVn05,Venice Ring Napkin Holder,"Venice napkin ring is an elegant table accessory designed to add a refined touch to your dining table. Featuring fine craftsmanship and a silver-plated finish, it enhances both everyday dining and special occasions. Perfect for dinner parties, restaurants, hotels, restaurants, hotels, and special events, this napkin ring complements both classic and modern table arrangements.",in stock,new,16.50 USD,https://www.laledevri.com.tr/en/shop/venice-ring-napkin-holder/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0055.jpg,Lale Devri,6324,,50,,,,,,,,Silver Plated,,,0.018 kg,,,,,,Collections,Napkin Holders,
GC09,Ciragan Dinner Knife 24cm,"The silver-plated Ciragan dinner knife is crafted for refined table settings, combining elegant design with exceptional craftsmanship. Its balanced structure and ergonomic form provide both comfort and sophistication during dining. The Ciragan collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely detailed handle and high-quality silver plating, the Ciragan dinner knife pairs perfectly with the matching dinner fork and spoon from the same collection, creating a distinguished atmosphere for both everyday dining and special occasions.",in stock,new,205.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-knife-24cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0056.jpg,Lale Devri,3844,,50,,,,,,,,Silver Plated,,,0.127 kg,,,,,,Ciragan,Collections,
GC08,Ciragan Dinner Knife 22cm,"The silver-plated Ciragan dinner knife is crafted for refined table settings, combining elegant design with exceptional craftsmanship. Its balanced structure and ergonomic form provide both comfort and sophistication during dining. The Ciragan collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely detailed handle and high-quality silver plating, the Ciragan dinner knife pairs perfectly with the matching dinner fork and spoon from the same collection, creating a distinguished atmosphere for both everyday dining and special occasions.",in stock,new,158.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-knife-22cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0057.jpg,Lale Devri,3844,,50,,,,,,,,Silver Plated,,,0.111 kg,,,,,,Ciragan,Collections,
GC07,Dessert Knife Ciragan Silver Plated,"Dessert Knife Ciragan Silver Plated is designed to add a refined touch to elegant dessert presentations. With its balanced structure and ergonomic design, it offers a comfortable and sophisticated experience when serving cakes, desserts, and delicate sweets. The Ciragan Collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely crafted details and high-quality silver plating, The Ciragan Dessert Knife pairs perfectly with the matching dessert fork and other pieces from the collection, creating an elegant atmosphere for both everyday dessert service and special occasions.",in stock,new,127.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dessert-knife-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0058.jpg,Lale Devri,3844,,50,,,,,Silver,,,Silver Plated,,,0.077 kg,,,,,,Ciragan,Collections,
GC06,Dinner Spoon 21cm Ciragan Silver Plated,"Dinner Spoon 21cm Ciragan Silver Plated is crafted for refined table settings, combining elegant design with exceptional craftsmanship. Its balanced structure and ergonomic form provide both comfort and sophistication during dining. The Ciragan Collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely detailed handle and high-quality silver plating, The Ciragan Dinner Spoon 21 cm pairs perfectly with the matching dinner fork and knife from the same collection, creating a distinguished atmosphere for both everyday dining and special occasions.",in stock,new,290.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-spoon-21cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0059.jpg,Lale Devri,3939,,50,,,,,Silver,,,Silver Plated,,,0.08 kg,,,,,,Ciragan,Collections,
GC04,Dessert Spoon Ciragan Silver Plated,"Dessert Spoon Ciragan Silver Plated is designed to add a refined touch to elegant dessert presentations. With its balanced structure and ergonomic design, it offers a comfortable and sophisticated experience when serving cakes, desserts, and delicate sweets. The Ciragan Collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely crafted details and high-quality silver plating, The Ciragan Dessert Spoon pairs perfectly with the matching dessert fork and other pieces from the collection, creating an elegant atmosphere for both everyday dessert service and special occasions.",in stock,new,103.50 USD,https://www.laledevri.com.tr/en/shop/ciragan-dessert-spoon-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0060.jpg,Lale Devri,3939,,50,,,,,Silver,,,Silver Plated,,,0.029 kg,,,,,,Ciragan,Collections,
GC03,Dinner Fork 21cm Ciragan Silver Plated,"Dinner Fork 21 cm Ciragan Silver Plated is designed for sophisticated table settings with its elegant from and refined craftsmanship. Its finely detailed design and high-quality silver plating combine aesthetics and comfort in every use. The Ciragan Collection takes its name from Çırağan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. Perfectly complementing the matching dinner spoon, knife, and other pieces from the Ciragan Collection, this dinner fork adds a distinguished touch to both everyday dining and special occasions.",in stock,new,238.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-fork-21cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0061.jpg,Lale Devri,4015,,50,,,,,Silver,,,Silver Plated,,,0.069 kg,,,,,,Ciragan,Collections,
GC02,Dinner Fork 20cm Ciragan Silver Plated,"Dinner Fork 20 cm Ciragan Silver Plated is designed for sophisticated table settings with its elegant from and refined craftsmanship. Its finely detailed design and high-quality silver plating combine aesthetics and comfort in every use. The Ciragan Collection takes its name from Çırağan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. Perfectly complementing the matching dinner spoon, knife, and other pieces from the Ciragan Collection, this dinner fork adds a distinguished touch to both everyday dining and special occasions.",in stock,new,197.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-fork-20cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0062.jpg,Lale Devri,4015,,50,,,,,Silver,,,Silver Plated,,,0.051 kg,,,,,,Ciragan,Collections,
GC01,Dessert Fork Ciragan Silver Plated,"Ciragan Dessert fork Ciragan Silver Plated can be paired with the dessert spoon and knife for desserts, salads, or appetizers. The Ciragan Collection takes its name from Çırağan Palace, one of the most important symbols of the Tulip Era of the 18th century.",in stock,new,103.50 USD,https://www.laledevri.com.tr/en/shop/ciragan-dessert-fork-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0063.jpg,Lale Devri,4015,,50,,,,,Silver,,,Silver Plated,,,0.024 kg,,,,,,Ciragan,Collections,
GS2,Safiye Sultan Charger Presentation Plate 24cm,"Safiye Sultan Charger Presentation Plate is an exclusive tableware piece designed to bring timeless elegance and luxury to sophisticated table settings. This charger plate complements fine porcelain collections, crystal accessories, and upscale table arrangements beautifully. Product Size: D:24cm",in stock,new,268.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-charger-presentation-plate-24cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0064.jpg,Lale Devri,3553,,50,,,,,,,,Silver Plated,,,,,,,,,Charger Presentation Plate,Safiye Sultan,
Cİ05,Heybeli Ipekyolu Tea Cup,Tea Cup from the Heybeli Ipekyolu collection. Add elegance to your tables with the platinum option. Product sizes Height: 9cm Diameter: 5.5cm Weight: 104g Volume: 132 cc,in stock,new,71.00 USD,https://www.laledevri.com.tr/en/shop/heybeli-ipekyolu-tea-cup-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0065.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CS08,Sitare Tea Cup,"Signature piece of the Sitare Collection… Designed to bring refined elegance to your tables, Sitare Teacup blends minimalist form with modern luxury. Offered in Plain — Gold and Platinum options, this special piece adds a stellar touch to tea presentations. Perfect for daily enjoyment or hosting your most elegant gatherings, it shines on every table setting. ✨ Product sizes Height: 8cm Diameter: 6cm Weight: 103g Volume: 120 cc",in stock,new,124.00 USD,https://www.laledevri.com.tr/en/shop/sitare-tea-cup-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0066.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Sitare,
CS34A,Sitare Gold Soft Drink Glass,"Signature piece touch from everyday drinks to special tables… Sitare Soft Drink Glass elevates any beverage with its strong and refined silhouette. Available in Plain — Gold and Platinum options, it brings a radiant elegance to every serving. Star-worthy sophistication in every sip. ✨ Product sizes Height: 15cm Diameter: 6.5cm Weight: 330g Volume: 293 cc",in stock,new,409.00 USD,https://www.laledevri.com.tr/en/shop/sitare-gold-soft-drink-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0067.jpg,Lale Devri,2951,,50,,,,,Gold,,,Glass,,,,,,,,,Glass Products,Sitare,
CS34,Sitare Soft Drink Glass,"Signature piece touch from everyday drinks to special tables… Sitare Soft Drink Glass elevates any beverage with its strong and refined silhouette. Available in Plain — Gold and Platinum options, it brings a radiant elegance to every serving. Star-worthy sophistication in every sip. ✨ Product sizes Height: 15cm Diameter: 6.5cm Weight: 330g Volume: 293 cc",in stock,new,139.00 USD,https://www.laledevri.com.tr/en/shop/sitare-soft-drink-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0068.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Sitare,
CK01P,Kelebek Platinum Tea Cup,"The butterfly symbolizes transformation, freedom, and elegance. We chose the butterfly motif to turn ordinary tea moments into a calming and meaningful experience. Its graceful presence adds positive energy and aesthetics value to every sip of tea. The butterfly decorated glass tea cup combines the simplicity of transparent glass with the graceful beauty of butterfly motifs. Made from heat-resistant glass, it highlights the color and clarity of your tea beautifully. Its ergonomic shape ensures a comfortable grip. This elegant tea glass complements both modern and classic table settings and is an excellent choice for guests, gift sets, or special occasions. Product sizes Height: 8cm Diameter: 6cm Weight: 103-105g Volume: 120 cc",in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-platinum-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0069.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CK01A,Kelebek Gold Tea Cup,"The butterfly symbolizes transformation, freedom, and elegance. We chose the butterfly motif to turn ordinary tea moments into a calming and meaningful experience. Its graceful presence adds positive energy and aesthetics value to every sip of tea. The butterfly decorated glass tea cup combines the simplicity of transparent glass with the graceful beauty of butterfly motifs. Made from heat-resistant glass, it highlights the color and clarity of your tea beautifully. Its ergonomic shape ensures a comfortable grip. This elegant tea glass complements both modern and classic table settings and is an excellent choice for guests, gift sets, or special occasions. Product sizes Height: 8cm Diameter: 6cm Weight: 103-105g Volume: 120 cc",in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-gold-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0070.jpg,Lale Devri,6049,,50,,,,,Gold,,,Glass,,,,,,,,,Glass Products,Kelebek,
CY06,Yonca Mirra,"The delicately crafted clover motif symbolizes luck, abundance, and harmony, adding both meaning and visual elegance to the design. Made from clear, high-quality glass, it highlights the rich color of mirra while its patterned surface creates a sophisticated presentation. This glass is perfect for homes, cafes, restaurants, and cultural events. Available in Plain — Gold and Platinum options, it brings a radiant elegance to every serving. Whether used for daily rituals or special occasions, the clover patterned mirra is also a thoughtful and distinctive gift choice, aesthetics, and functionality in one timeless piece. Product sizes Height: 5cm Diameter: 6cm Weight: 44 g Volume: 45cc",in stock,new,28.00 USD,https://www.laledevri.com.tr/en/shop/yonca-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0071.jpg,Lale Devri,6049,,2,,,,,,,,Glass,,,,,,,,,Glass Products,Mirra,
CY06P,Yonca Platinum Mirra,"This clover patterned mirra transforms every serving into a refined cultural experience. The delicately crafted clover motif symbolizes luck, abundance, and harmony, adding both meaning and visual elegance to the design. Made from clear, high-quality glass, it highlights the rich color of mirra while its patterned surface creates a sophisticated presentation. This glass is perfect for homes, cafes, restaurants, and cultural events. Whether used for daily rituals or special occasions, the clover patterned mirra is also a thoughtful and distinctive gift choice, aesthetics, and functionality in one timeless piece. Product sizes Height: 5cm Diameter: 6cm Weight: 44 g Volume: 45cc",in stock,new,81.00 USD,https://www.laledevri.com.tr/en/shop/yonca-platinum-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0072.jpg,Lale Devri,6049,,2,,,,,,,,Glass,,,,,,,,,Glass Products,Mirra,
CY06A,Yonca Gold Mirra,"This clover patterned mirra transforms every serving into a refined cultural experience. The delicately crafted clover motif symbolizes luck, abundance, and harmony, adding both meaning and visual elegance to the design. Made from clear, high-quality glass, it highlights the rich color of mirra while its patterned surface creates a sophisticated presentation. Ideal for serving mirra, traditional beverages, this glass is perfect for homes, cafes, restaurants, and cultural events. Whether used for daily rituals or special occasions, the clover patterned mirra is also a thoughtful and distinctive gift choice, aesthetics, and functionality in one timeless piece. Product sizes Height: 5cm Diameter: 6cm Weight: 44 g Volume: 45cc",in stock,new,81.00 USD,https://www.laledevri.com.tr/en/shop/yonca-gold-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0073.jpg,Lale Devri,6049,,50,,,,,Gold,,,Glass,,,,,,,,,Collections,Glass Products,
CY04P,Yonca Platinum Tea Cup,"Feuturing a subtle clover motif, this beautifully designed tea glass is ideal for those who enjoy both the aesthetic and traditional aspects of tea drinking. The fine glass structure enhances the visual appeal of your tea, while the charming clover pattern adds sophistication to your table. Crafted from durable glass, it promises long-lasting use; however, to maintain the pattern and the clarity of the glass, hand washing is recommended. A perfect blend of modern design and classic elegance, making it a thoughtful gift option as well. Product sizes Height: 8cm Diameter: 6cm Weight: 103-105g Volume: 120 cc",in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/yonca-platinum-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0074.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CY04A,Yonca Gold Tea Cup,"For centuries, the clover has been seen as a symbol of luck, harmony, prosperity, and positive energy. By blending this timeless meaning with a modern design, we aimed to transform each tea glass into a small invitation to happiness. Featuring a subtle clover motif, this beautifully designed tea glass is ideal for those who enjoy both the aesthetic and traditional aspects of tea drinking. The fine glass structure enhances the visual appeal of your tea, while the charming clover pattern adds sophistication to your table. Crafted from durable glass, it promises long-lasting use; however, to maintain the pattern and the clarity of the glass, hand washing is recommended. A perfect blend of modern design and classic elegance, making it a thoughtful gift option as well. Product sizes Height: 8cm Diameter: 6cm Weight: 103-105g Volume: 120 cc",in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/yonca-gold-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0075.jpg,Lale Devri,6049,,50,,,,,Gold,,,Glass,,,,,,,,,Glass Products,Tea Cup,
CK13A,Kelebek Gold Oil Lamp,"Designed with delicate butterfly details on glass, this decorative lantern brings a soft, romantic glow to your home. The transparent glass diffuses the light beautifully, while the butterfly motif adds aesthetic elegance. It can be used as a functional oil lamp or displayed purely as decor-perfect for modern, classic, rustic, or vintage- inspired interiors. Ideal for living rooms, balconies, garden tables, and cozy corners. Also makes a thoughtful and stylish gift choice.",in stock,new,173.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-gold-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0076.jpg,Lale Devri,7399,,1,,,,,Gold,,,Glass,,,,,,,,,Collections,Glass Products,
CK13,Kelebek Oil Lamp,"Designed with delicate butterfly details on glass, this decorative lantern brings a soft, romantic glow to your home. The transparent glass diffuses the light beautifully, while the butterfly motif adds aesthetic elegance. It can be used as a functional oil lamp or displayed purely as decor-perfect for modern, classic, rustic, or vintage- inspired interiors. Ideal for living rooms, balconies, garden tables, and cozy corners. Also makes a thoughtful and stylish gift choice.",in stock,new,139.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0077.jpg,Lale Devri,7399,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Kelebek,
C01,Gold Gilded Oil Lamp,"The gold gilded oil lamp brings timeless elegance and nostalgic charm to your living space. Carefully crafted with detailed gold gilding, this decorative oil lamp reflects classic aesthetics and luxurious design. Ideal for home interiors, cafes, restaurants, or display areas, it creates a warm and inviting atmosphere. Its vintage character makes it a unique decorative accessory as well as a thoughtful gift option for special occasions. Perfectly suited for classic, antique, rustic, and vintage decor styles, this oil lamp adds character, warmth, and sophistication wherever it is displayed.",in stock,new,225.00 USD,https://www.laledevri.com.tr/en/shop/gold-gilded-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0078.jpg,Lale Devri,7399,,2,,,,,Gold,,,Glass,,,,,,,,,Glass Products,Oil Lamp,
Cİ27,Ipekyolu Oil Lamp,"Carefully crafted details applied onto the oil lamp transform it into a captivating decorative statement piece. Its handcrafted design adds authenticity and character, making it ideal for homes, cafes, boutique spaces, and collectors who appreciate nostalgic decor. The lamp creates a warm, inviting ambiance while serving as a meaningful gift for special occasions. Perfect for vintage, ethnic and classic interiors, this decorative oil lamp combines history, artistry, and elegance in one distinctive design.",in stock,new,221.00 USD,https://www.laledevri.com.tr/en/shop/ipekyolu-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0079.jpg,Lale Devri,7399,,2,,,,,,,,Glass,,,,,,,,,Glass Products,ipekyolu,
CG25K,Gulizar Red Oil Lamp,"The Gulizar Oil Lamp takes its name from the poetic meaning of “rose garden”, symbolizing elegance, beauty, and timeless charm. Designed as a decorative oil lamp, it adds a warm and romantic glow to any interior. Its refined details and classic form make it a perfect accent piece for living rooms, bedrooms, cafes, and boutique spaces. The nostalgic character of the lamp complements vintage, classic, and ethnic decor styles effortlessly. Whether chosen as a decorative statement or a meaningful gift, the Gulizar Oil Lamp offers a harmonious blend of history, emotion, and aesthetic appeal.",in stock,new,236.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-red-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0080.jpg,Lale Devri,7399,,50,,,,,Red,,,Glass,,,,,,,,,Collections,Glass Products,
CG25,Gulizar Oil Lamp,"The Gulizar Oil Lamp takes its name from the poetic meaning of “rose garden”, symbolizing elegance, beauty, and timeless charm. Designed as a decorative oil lamp, it adds a warm and romantic glow to any interior. Its refined details and classic form make it a perfect accent piece for living rooms, bedrooms, cafes, and boutique spaces. The nostalgic character of the lamp complements vintage, classic, and ethnic decor styles effortlessly. Whether chosen as a decorative statement or a meaningful gift, the Gulizar Oil Lamp offers a harmonious blend of history, emotion, and aesthetic appeal.",in stock,new,206.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-oil-lamp/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0081.jpg,Lale Devri,7399,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
GS42,Safiye Sultan Double Row Ring Napkin Holder,Safiye Sultan Ring Napkin Holder from Safiye Sultan series. Original and elegance design.,in stock,new,34.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-double-row-ring-napkin-holder-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0082.jpg,Lale Devri,6324,,50,,,,,,,,Silver Plated,,,,,,,,,Collections,Napkin Holders,
P13,Safiye Sultan Porcelain Coffee Cup Red,Safiye Sultan Porcelain Coffee Cup Red,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-red/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0083.jpg,Lale Devri,6049,,50,,,,,Red,,,Porcelain,,,,,,,,,Porcelain Products,,
P14,Safiye Sultan Porcelain Coffee Cup Yellow,Safiye Sultan Porcelain Coffee Cup Yellow,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-yellow/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0084.jpg,Lale Devri,6049,,2,,,,,,,,Porcelain,,,,,,,,,Porcelain Products,,
P15,Safiye Sultan Porcelain Coffee Cup Green,Safiye Sultan Porcelain Coffee Cup Green,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-green/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0085.jpg,Lale Devri,6049,,1,,,,,Green,,,Porcelain,,,,,,,,,Porcelain Products,,
P11,Safiye Sultan Porcelain Coffee Cup Blue,Safiye Sultan Porcelain Coffee Cup Blue,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-blue/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0086.jpg,Lale Devri,6049,,1,,,,,Blue,,,Porcelain,,,,,,,,,Porcelain Products,,
P12,Safiye Sultan Porcelain Coffee Cup Navy,Safiye Sultan Porcelain Coffee Cup Navy,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-navy/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0087.jpg,Lale Devri,6049,,50,,,,,Navy,,,Porcelain,,,,,,,,,Porcelain Products,,
P9,Safiye Sultan Porcelain Coffee Cup Pink,Safiye Sultan Porcelain Coffee Cup Pink,in stock,new,140.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-porcelain-coffee-cup-pink/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0088.jpg,Lale Devri,6049,,50,,,,,Pink,,,Porcelain,,,,,,,,,Porcelain Products,,
GT39,Venice Tray 20x20cm,"Perfect for serving coffee, hosting elegant gatherings, or enhancing your interior decor, this tray stands out with its fine craftsmanship and radiant finish. Its timeless design seamlessly complements both classic and contemporary styles, meeting the expectations of high-end customers who appreciate quality and aesthetics.",in stock,new,273.00 USD,https://www.laledevri.com.tr/en/shop/venice-tray-20x20cm/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0089.jpg,Lale Devri,4009,,50,,,,,,,,Silver Plated,,,,,,,,,Serving Trays,Silver-Plated Tableware and Accessories,
TYP-D02,Petra Punch Damask Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,85.00 USD,https://www.laledevri.com.tr/en/shop/petra-punch-damask-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0090.jpg,Lale Devri,569,,1,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
TYP-D01,Petra Punch Design Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-design-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0091.jpg,Lale Devri,569,,2,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
CE4,Heybeli Erguvan Tea Saucer,"Heybeli Erguvan Tea Saucer is a refined complement to elegant tea presentations. Adorned with delicate blossoms, it captures the subtle beauty of nature and the romantic spirit of Istanbul. When paired with Heybeli Erguvan Tea Cup, it creates a harmonious and sophisticated tea set, perfect for both everyday indulgence and special occasions. Product Dimensions Diameter: 12.5 cm Weight: 123 gr",in stock,new,94.00 USD,https://www.laledevri.com.tr/en/shop/heybeli-erguvan-tea-saucer/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0092.jpg,Lale Devri,6051,,50,,,,,,,,Glass,,,,,,,,,Collections,Erguvan,
TYP-K02,Petra Punch Cream Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-cream-pillow-case-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0093.jpg,Lale Devri,569,,2,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
TYP-T01,Petra Punch Turquoise Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-turquoise-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0094.jpg,Lale Devri,569,,2,76.11 USD,,,,Turquoise,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
TYP-H01,Petra Punch Ocher Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-ocher-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0095.jpg,Lale Devri,569,,2,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
