id,title,description,link,image_link,availability,price,sale_price,brand,condition,google_product_category,product_type,identifier_exists,gtin,mpn,material,color,shipping_weight
GL02,Lalezar Yemek Çatalı 20cm Gümüş Kaplama,"Lalezar Yemek Çatalı Gümüş kaplama, zarif tasarımı ve dengeli formuyla sofistike sofralar için tasarlanmıştır. İncelikle işlenmiş detayları ve kaliteli gümüş kaplamasıyla her kullanımda estetik ve konforu bir araya getirir. Yemek kaşığı, yemek bıçağı ve diğer Lalezar Koleksiyon parçalarıyla kusursuz bir uyum sağlayarak davet sofralarınıza seçkin bir atmosfer kazandırır. Lalezar Koleksiyonu, adını Lale Devri’nde Osmanlı’nın batılaşma sürecinde, zevk ve estetik anlayışını yansıtan kültürel bir sembol olan Lalezar’dan almaktadır.",https://www.laledevri.com.tr/shop/lalezar-yemek-catali-20cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0041.jpg,out of stock,7353.00 TRY,,Lale Devri,new,4015,Lalezar > Cutlery Sets,no,,,Silver Plated,,
wc-4344,Kafes Yuvarlak Amerikan Servis,"D.38cm ebatında, ketenden üretilmiş Amerikan Servis. Ekru rengi nakış detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/kafes-yuvarlak-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0047.jpg,in stock,1505.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,,
wc-4639,Oya Amerikan Servis,"40x40cm boyutunda, ketenden üretilmiş Amerikan Servis. Dantel detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/oya-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0043.jpg,in stock,1720.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,,
wc-4623,Kanuni Kare Kırmızı Amerikan Servis,"40x40cm boyutunda, ketenden üretilmiş Amerikan Servis. Kırmızı rengi nakış detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/kanuni-kare-kirmizi-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0045.jpg,in stock,1591.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,Green,
wc-4613,Kanuni Kare Yeşil Amerikan Servis,"40x40cm boyutunda, ketenden üretilmiş Amerikan Servis. Yeşil rengi nakış detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/kanuni-kare-yesil-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0045.jpg,in stock,1591.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,Green,
wc-4603,Bozcaada Amerikan Servis,"40x50cm boyutunda, ketenden üretilmiş Amerikan Servis. Lacivert rengi nakış detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/bozcaada-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0046.jpg,in stock,1075.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,,
wc-4581,Kafes Kare Amerikan Servis,"40x40cm boyutunda, ketenden üretilmiş Amerikan Servis. Ekru rengi nakış detayı ve kusursuz dikişleriyle sofranıza zamansız bir zarafet kazandırır. Seçkin masa düzenleri ve özel davetler için ideal bir tercihtir.",https://www.laledevri.com.tr/shop/kafes-kare-amerikan-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0047.jpg,in stock,1505.00 TRY,,Lale Devri,new,2547,Placemats,no,,,Cotton,,
CS29,Sitare Halka Peçetelik,"Sitare cam peçete halkası, sofralarınıza zarafet ve şıklık katmak için tasarlanmıştır. Özel davetler, akşam yemekleri ve günlük sofralarda peçetelerinizi düzenli ve şık bir şekilde sunmanıza yardımcı olur. Ürün Ölçüleri: Çap: 4,5 cm Ağırlık: 36gr",https://www.laledevri.com.tr/shop/sitare-halka-pecetelik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0048.jpg,in stock,4214.00 TRY,,Lale Devri,new,6324,Sitare > Napkin Holders,no,,,Glass,,
Cİ02P,İpekyolu Platin Halka Peçetelik,"İpekyolu platin peçete halkası, zarif cam dokusu ve platin detaylarıyla sofralarınıza seçkin bir ışıltı kazandırır. Keten peçetelerle mükemmel uyum sağlar ve her masa düzenine sofistike bir dokunuş ekler. Lüks davetler, özel akşam yemekleri ve prestijli masa düzenleri için tasarlanmıştır. Ürün Ölçüleri: Çap: 4,5 cm Ağırlık: 36gr",https://www.laledevri.com.tr/shop/ipekyolu-platin-halka-pecetelik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0049.jpg,in stock,6450.00 TRY,,Lale Devri,new,6324,ipekyolu > Napkin Holders,no,,,Glass,,
GS43,Safiye Sultan Tek Sıra Halka Peçetelik Gümüş Kaplama,"Safiye Sultan Tek Sıra Halka Peçetelik, seçkin sofralara estetik bir dokunuş katmak üzere tasarlanmıştır. Peçeteleri şık bir şekilde tamamlayan bu özel tasarım, davet sofralarından günlük lüks yaşam alanlarına kadar her ortamda sofistike bir görünüm sunar. Safiye Sultan Koleksiyonu’nun seçkin parçalarından biri olan bu peçetelik, kusursuz masa sunumlarının vazgeçilmez tamamlayıcısıdır. Ürün Ölçüleri Yükseklik: 4 cm En: 4,5 cm Boy: 3,5 cm Ağırlık: 50 – 52 gr",https://www.laledevri.com.tr/shop/safiye-sultan-tek-sira-halka-pecetelik-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0050.jpg,in stock,1075.00 TRY,,Lale Devri,new,6324,Safiye Sultan > Napkin Holders,no,,,Silver Plated,,
GO10A,Orkide Altın Peçete Halkası Gümüş Kaplama,"Orkide Altın Peçete Halkası, zarif orkide çiçeğinden ilham alan tasarımıyla sofralarınıza şıklık ve estetik katan özel bir masa aksesuarıdır. Gümüş kaplama yüzeyi ve ince altın kaplama detayları sayesinde masa dekorasyonuna lüks bir dokunuş kazandırır. Ürün Ölçüleri: Yükseklik: 7 cm En: 3 cm Boy: 3,5 cm Ağırlık: 56 gr",https://www.laledevri.com.tr/shop/orkide-altin-pecete-halkasi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0051.jpg,in stock,2107.00 TRY,,Lale Devri,new,6324,Orkide > Napkin Holders,no,,,Silver Plated,Gold,
GKN23,Kanuni Peçete Halkası,"Kanuni peçete halkası, gümüş kaplama yüzeyi ve ince işlenmiş gümüş kaplama desen detaylarıyla tasarlanmış seçkin bir masa aksesuarıdır. Gümüşün zarif parlaklığı ile sofralarınıza dengeli ve sofistike bir estetik kazandırır. Ürün Ölçüleri: Yükseklik: 7 cm En: 3 cm Boy: 3,5 cm Ağırlık: 30 gr",https://www.laledevri.com.tr/shop/kanuni-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0052.jpg,in stock,1462.00 TRY,,Lale Devri,new,6324,Kanuni > Napkin Holders,no,,,Silver Plated,,
GKN23A,Kanuni Altın Peçete Halkası,"Kanuni peçete halkası, gümüş kaplama yüzeyi ve ince işlenmiş altın kaplama desen detaylarıyla tasarlanmış seçkin bir masa aksesuarıdır. Gümüşün zarif parlaklığı ile altın motiflerin ihtişamlı dokunuşu, sofralarınıza dengeli ve sofistike bir estetik kazandırır. Ürün Ölçüleri: Yükseklik: 7 cm En: 3 cm Boy: 3,5 cm Ağırlık: 30 gr",https://www.laledevri.com.tr/shop/kanuni-altin-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0053.jpg,in stock,1892.00 TRY,,Lale Devri,new,6324,Kanuni > Napkin Holders,no,,,Silver Plated,Gold,
GVn25,Venedik Yuvarlak Peçete Halkası,"Venedik peçete halkası, sofralarınıza zarif ve klasik bir dokunuş katmak için tasarlanmış özel bir masa aksesuarıdır. İnce işçiliği ve gümüş kaplama yüzeyi sayesinde hem günlük kullanımda hem de özel davetlerde sofralarınıza şıklık kazandırır.",https://www.laledevri.com.tr/shop/venedik-yuvarlak-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0054.jpg,in stock,2709.00 TRY,,Lale Devri,new,6324,Venice > Napkin Holders,no,,,Silver Plated,,
GC08,Çırağan Yemek Bıçağı 22cm Gümüş Kaplama,"Çırağan Yemek Bıçağı 22 cm Gümüş kaplama, zarif tasarımı ve üstün işçiliğiyle seçkin sofralar için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde yemek servisinde hem estetik hem de konforlu bir kullanım sunar. Adını 18. Yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, incelikli işlenmiş detayları ve kaliteli gümüş kaplamasıyla zamansız bir şıklık sunar. Çırağan Yemek Bıçağı, aynı serinin yemek çatalı ve yemek kaşığıyla mükemmel uyum sağlayarak hem günlük sofralarda hem de özel davetlerde sofistike bir sofra düzeni oluşturmanıza yardımcı olur.",https://www.laledevri.com.tr/shop/ciragan-yemek-bicagi-22cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0057.jpg,in stock,6794.00 TRY,,Lale Devri,new,3844,Ciragan > Cutlery Sets,no,,,Silver Plated,,
GC06,Çırağan Yemek Kaşığı 21cm Gümüş Kaplama,"Çırağan Yemek Kaşığı 21 cm Gümüş Kaplama, zarif tasarımı ve üstün işçiliğiyle seçkin sofralar için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde yemek servisinde hem estetik hem de konforlu bir kullanım sunar. Adını 18. Yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, incelikli işlenmiş detayları ve kaliteli gümüş kaplamasıyla zamansız bir şıklık sunar. Çırağan Yemek Kaşığı 21 cm, aynı serinin yemek çatalı ve yemek bıçağıyla mükemmel uyum sağlayarak hem günlük sofralarda hem de özel davetlerde sofistike bir sofra düzeni oluşturmanıza yardımcı olur.",https://www.laledevri.com.tr/shop/ciragan-yemek-kasigi-21cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0059.jpg,in stock,12470.00 TRY,,Lale Devri,new,3939,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GC02,Çırağan Yemek Çatalı 20cm Gümüş Kaplama,"Çırağan Gümüş kaplama Yemek Çatalı, zarif tasarımı ve dengeli formuyla sofistike sofralar için tasarlanmıştır. İncelikle işlenmiş detayları ve kaliteli gümüş kaplamasıyla her kullanımda estetik ve konforu bir araya getirir. Adını, 18.yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan almıştır. Yemek kaşığı, yemek bıçağı ve diğer Çırağan Koleksiyon parçalarıyla kusursuz bir uyum sağlayarak davet sofralarınıza seçkin bir atmosfer kazandırır.",https://www.laledevri.com.tr/shop/ciragan-yemek-catali-20cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0062.jpg,in stock,8471.00 TRY,,Lale Devri,new,4015,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GM1,Mahpeyker Supla 32cm Gümüş Kaplama,"Sofralarınıza ihtişam ve zamansız bir zarafet kazandıran Mahpeyker Supla, seçkin davetler ve özel sunumlar için tasarlanmıştır. Işığı zarif bir şekilde yansıtan gümüş kaplama yüzeyi, masa dekorasyonunuza sofistike bir dokunuş katarken, estetik ve fonksiyonelliği kusursuz bir uyumla bir araya getirir. Özel günlerden prestijli davetlere kadar her kullanımda fark yaratan Mahpeyker Supla, özenle üretilmiştir. Ürün Ölçüleri: Çap: 32 cm",https://www.laledevri.com.tr/shop/mahpeyker-supla-32cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0164.jpg,in stock,20984.00 TRY,,Lale Devri,new,3553,Mahpeyker > Charger Presentation Plate,no,,,Silver Plated,Silver,
GS2,Safiye Sultan Supla 24cm Gümüş Kaplama,"Safiye Sultan Supla, şık detayları sayesinde porselen yemek takımları, kristal aksesuarlar ile kusursuz uyum sağlar. Zarafeti ve ihtişamı aynı sofrada buluşturan özel tasarım bir sunum aksesuarıdır. Düğün, nişan, gala daveti, özel organizasyon ve lüks otel sunumlarında göz alıcı bir tamamlayıcı olarak öne çıkar. Ürün Ölçüleri: Çap:24cm",https://www.laledevri.com.tr/shop/safiye-sultan-supla-24cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0064.jpg,in stock,11524.00 TRY,,Lale Devri,new,3553,Safiye Sultan > Charger Presentation Plate,no,,,Silver Plated,,
Cİ05,Heybeli İpekyolu Çay Bardağı,"Heybeli İpekyolu koleksiyonundan Çay Bardağı. Platin seçeneği ile sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 9 cm Çap: 5,5 cm Ağırlık: 104 gr Hacim: 132 cc",https://www.laledevri.com.tr/shop/heybeli-ipekyolu-cay-bardagi-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0065.jpg,in stock,3053.00 TRY,,Lale Devri,new,6049,ipekyolu > Tea Cup,no,,,Glass,,
CS08,Sitare Çay Bardağı,"Sitare koleksiyonunun yıldız parçası… Işıltısıyla sofralara zarafet katan Sitare Çay Bardağı, minimalist tasarım anlayışıyla modern lüksü bir araya getirir. Sade — Altın ve Platin seçenekleri ile sunulan bu özel parça, çay sunumlarınıza yıldızlı bir şıklık ekler. Günlük keyiflerde olduğu kadar misafir ağırlarken de sofranızın en parlak tamamlayıcısıdır. ✨ Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/sitare-cay-bardagi-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0066.jpg,in stock,5332.00 TRY,,Lale Devri,new,6049,Sitare > Tea Cup,no,,,Glass,,
CS34A,Sitare Altın Meşrubat Bardağı,"Günlük kullanımdan özel sofralara yıldız bir dokunuş… Sitare Meşrubat Bardağı, sade formu ve güçlü duruşuyla her sunuma modern bir şıklık katar. Sade — Altın ve Platin seçenekleri ile sunulan tasarımı, içeceklere ışıltılı bir duruş kazandırır. Her anı değerli kılan yıldız zarafeti… ✨ Ürün Ölçüleri Yükseklik: 15 cm Çap: 6,5 cm Ağırlık: 330 gr Hacim: 293 cc",https://www.laledevri.com.tr/shop/sitare-altin-mesrubat-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0067.jpg,in stock,17587.00 TRY,,Lale Devri,new,2951,Sitare > Soft Drink Glass,no,,,Glass,Gold,
CS34,Sitare Meşrubat Bardağı,"Günlük kullanımdan özel sofralara yıldız bir dokunuş… Sitare Meşrubat Bardağı, sade formu ve güçlü duruşuyla her sunuma modern bir şıklık katar. Sade — Altın ve Platin seçenekleri ile sunulan tasarımı, içeceklere ışıltılı bir duruş kazandırır. Her anı değerli kılan yıldız zarafeti… ✨ Ürün Ölçüleri Yükseklik: 15 cm Çap: 6,5 cm Ağırlık: 330 gr Hacim: 293 cc",https://www.laledevri.com.tr/shop/sitare-mesrubat-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0068.jpg,in stock,5977.00 TRY,,Lale Devri,new,2951,Sitare > Soft Drink Glass,no,,,Glass,,
CK01P,Kelebek Platin Çay Bardağı,"Kelebek, değişimin, yenilenmenin ve zarafetin sembolüdür. Bu üründe kelebek motifini tercih etmemizin nedeni, çay içme anlarını sadece bir alışkanlık değil, huzurlu ve keyifli bir ritüele dönüştürmektir. Kelebeğin hafifliği ve özgürlüğü, çay molalarınıza pozitif bir enerji ve estetik bir dokunuş katar. Kelebek dekorlu cam çay bardağı, şeffaf camın sadeliğine kelebek motifinin zarafetiyle buluşturur. Ergonomik formu elde rahat bir tutuş sağlar. Hem klasik hem modern sofralara uyum sağlayan bu özel tasarım çay bardağı; misafir sunumlarında, çeyizlerde ve hediyelik olarak tercih edilebilir. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103-105 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/kelebek-platin-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0069.jpg,in stock,4859.00 TRY,,Lale Devri,new,6049,Kelebek > Tea Cup,no,,,Glass,,
CK01A,Kelebek Altın Çay Bardağı,"Kelebek, değişimin, yenilenmenin ve zarafetin sembolüdür. Bu üründe kelebek motifini tercih etmemizin nedeni, çay içme anlarını sadece bir alışkanlık değil, huzurlu ve keyifli bir ritüele dönüştürmektir. Kelebeğin hafifliği ve özgürlüğü, çay molalarınıza pozitif bir enerji ve estetik bir dokunuş katar. Kelebek dekorlu cam çay bardağı, şeffaf camın sadeliğine kelebek motifinin zarafetiyle buluşturur. Ergonomik formu elde rahat bir tutuş sağlar. Hem klasik hem modern sofralara uyum sağlayan bu özel tasarım çay bardağı; misafir sunumlarında, çeyizlerde ve hediyelik olarak tercih edilebilir. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103-105 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/kelebek-altin-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0070.jpg,in stock,4859.00 TRY,,Lale Devri,new,6049,Kelebek > Tea Cup,no,,,Glass,Gold,
CY04,Yonca Çay Bardağı,"Yonca, yüzyıllardır şansın, huzurun, bereketin ve iyi enerjinin simgesi olarak kabul edilir. Biz de bu köklü anlamı modern bir tasarımla buluşturarak, her bardağı küçük bir mutluluk davetiyesi haline getirmeyi amaçladık. Küçük yonca motifine sahip bu özel tasarım çay bardağı, çay severlerin favorisi olacak şekilde hem estetik hem de kullanışlı olarak üretilmiştir. İnce cam yapısı çayın rengini kusursuz şekilde gösterirken, zarif yonca deseni sofranıza şıklık katar. Günlük kullanıma uygun olan bu bardak, misafir ağırlamalarında da göz alıcı bir sunum sağlar. Desenin uzun süre formunu koruması için elde yıkanması tavsiye edilir. Modern ve geleneksel çizgilerin birleştiği bu tasarım, sevdiklerinize hediye etmek için de mükemmel bir seçenektir. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103-105 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/yonca-cay-bardagi-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0119.jpg,in stock,1763.00 TRY,,Lale Devri,new,6049,Yonca > Tea Cup,no,,,Glass,,
CY06,Yonca Mırra,"Yonca desenli mırra, sunumlarınıza hem anlam hem de estetik katar. Cam üzerine işlenen yonca deseni; bereketi, şansı ve zarafeti simgeler. Şeffaf cam yapısı, içeceğin rengini ön plana çıkarır; desenli yüzeyi Sade — Altın ve Platin seçenekleri ile sofralarda dikkat çekici bir detay oluşturur. Kafe, restoran, konuk ağırlama ve özel davetlerde kullanıma uygundur. Anlamlı ve şık bir hediyelik cam ürün olarak da tercih edilir. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc",https://www.laledevri.com.tr/shop/yonca-mirra-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0071.jpg,in stock,1204.00 TRY,,Lale Devri,new,6049,Yonca > Mirra,no,,,Glass,,
CY06P,Yonca Platin Mırra,"Yonca desenli mırra, sunumlarınıza hem anlam hem de estetik katar. Cam üzerine işlenen yonca deseni; bereketi, şansı ve zarafeti simgeler. Şeffaf cam yapısı, içeceğin rengini ön plana çıkarır; desenli yüzeyi ise sofralarda dikkat çekici bir detay oluşturur. Kafe, restoran, konuk ağırlama ve özel davetlerde kullanıma uygundur. Anlamlı ve şık bir hediyelik cam ürün olarak da tercih edilir. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc",https://www.laledevri.com.tr/shop/yonca-platin-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0072.jpg,in stock,3483.00 TRY,,Lale Devri,new,6049,Yonca > Mirra,no,,,Glass,,
CY06A,Yonca Altın Mırra,"Yonca desenli mırra, sunumlarınıza hem anlam hem de estetik katar. Cam üzerine işlenen yonca deseni; bereketi, şansı ve zarafeti simgelerken, mırra kültürünün güçlü karakterini şık bir formda yansıtır. Özel tasarımı sayesinde mırra, Türk kahvesi ve geleneksel ikramlar için ideal bir sunum parçasıdır. Şeffaf cam yapısı, içeceğin rengini ön plana çıkarır; desenli yüzeyi ise sofralarda dikkat çekici bir detay oluşturur. Kafe, restoran, konuk ağırlama ve özel davetlerde kullanıma uygundur. Anlamlı ve şık bir hediyelik cam ürün olarak da tercih edilir. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc",https://www.laledevri.com.tr/shop/yonca-altin-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0073.jpg,in stock,3483.00 TRY,,Lale Devri,new,6049,Yonca > Mirra,no,,,Glass,Gold,
CY04P,Yonca Platin Çay Bardağı,"Yonca, yüzyıllardır şansın, huzurun, bereketin ve iyi enerjinin simgesi olarak kabul edilir. Biz de bu köklü anlamı modern bir tasarımla buluşturarak, her bardağı küçük bir mutluluk davetiyesi haline getirmeyi amaçladık. Küçük yonca motifine sahip bu özel tasarım çay bardağı, çay severlerin vazgeçilmezlerinden biri olmaya aday. İnce cam yapısı sayesinde çayın rengini mükemmel şekilde gösterirken, zarif yonca detayları sofranıza şıklık katar. Günlük kullanım için ideal olan bu çay bardağı, misafir ağırlamalarında da göz alıcı bir sunum sağlar. Hem modern hem de geleneksel dokunuşları bir arada barındıran bu tasarım, hediye olarak da harika bir seçenektir. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103-105 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/yonca-platin-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0074.jpg,in stock,4859.00 TRY,,Lale Devri,new,6049,Yonca > Tea Cup,no,,,Glass,,
CY04A,Yonca Altın Çay Bardağı,"Yonca, yüzyıllardır şansın, huzurun, bereketin ve iyi enerjinin simgesi olarak kabul edilir. Biz de bu köklü anlamı modern bir tasarımla buluşturarak, her bardağı küçük bir mutluluk davetiyesi haline getirmeyi amaçladık. Küçük yonca motifine sahip bu özel tasarım çay bardağı, çay severlerin favorisi olacak şekilde hem estetik hem de kullanışlı olarak üretilmiştir. İnce cam yapısı çayın rengini kusursuz şekilde gösterirken, zarif yonca deseni sofranıza şıklık katar. Günlük kullanıma uygun olan bu bardak, misafir ağırlamalarında da göz alıcı bir sunum sağlar. Desenin uzun süre formunu koruması için elde yıkanması tavsiye edilir. Modern ve geleneksel çizgilerin birleştiği bu tasarım, sevdiklerinize hediye etmek için de mükemmel bir seçenektir. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103-105 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/yonca-altin-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0075.jpg,in stock,4859.00 TRY,,Lale Devri,new,6049,Yonca > Tea Cup,no,,,Glass,Gold,
CK13A,Kelebek Altın Kandil,"Cam üzerine işlenmiş kelebek detaylarıyla tasarlanan bu dekoratif kandil, yaşam alanlarınıza hem romantik hem de nostaljik bir atmosfer kazandırır. Şeffaf cam yapısı ışığı yumuşak bir şekilde yayarken, kelebek motifi ürüne estetik bir zarafet katar. Gaz lambası olarak kullanılabileceği gibi tamamen dekoratif bir obje olarak da modern, klasik veya vintage dekor stilleriyle mükemmel uyum sağlar. Ev, balkon, kış bahçesi, masa üstü veya özel köşe dekorasyonlarında göz alıcı bir tamamlayıcıdır. Şık bir hediye alternatifi olarak da idealdir.",https://www.laledevri.com.tr/shop/kelebek-altin-kandil/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0076.jpg,in stock,7439.00 TRY,,Lale Devri,new,7399,Kelebek > Oil Lamp,no,,,Glass,Gold,
CK13,Kelebek Kandil,"Cam üzerine işlenmiş kelebek detaylarıyla tasarlanan bu dekoratif kandil, yaşam alanlarınıza hem romantik hem de nostaljik bir atmosfer kazandırır. Şeffaf cam yapısı ışığı yumuşak bir şekilde yayarken, kelebek motifi ürüne estetik bir zarafet katar. Gaz lambası olarak kullanılabileceği gibi tamamen dekoratif bir obje olarak da modern, klasik veya vintage dekor stilleriyle mükemmel uyum sağlar. Ev, balkon, kış bahçesi, masa üstü veya özel köşe dekorasyonlarında göz alıcı bir tamamlayıcıdır. Şık bir hediye alternatifi olarak da idealdir.",https://www.laledevri.com.tr/shop/kelebek-kandil/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0077.jpg,in stock,5977.00 TRY,,Lale Devri,new,7399,Kelebek > Oil Lamp,no,,,Glass,,
C01,Altın Yaldızlı Kandil,"İnce işçilikle hazırlanmış altın yaldız detayları, ürüne hem klasik hem de lüks bir hava kazandırır. Salon, oturma odası, kafe, restoran veya vitrin dekorasyonlarında nostaljik bir atmosfer oluşturmak için ideal bir tercihtir. Hem dekoratif amaçlı hem de özel günlerde anlamlı bir hediye alternatifi olarak öne çıkar. Vintage tasarımı sayesinde klasik, otantik ve rustik dekorasyon stilleriyle mükemmel uyum sağlar. Zamansız şıklığıyla bulunduğu ortama sıcak ve estetik bir dokunuş katar.",https://www.laledevri.com.tr/shop/altin-yaldizli-kandil/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0078.jpg,in stock,9675.00 TRY,,Lale Devri,new,7399,Oil Lamp,no,,,Glass,Gold,
Cİ27,İpekyolu Kandil,"Kandil üzerine uygulanan ince detay işçiliği, ürüne otantik ve göz alıcı bir karakter kazandırır. El işçiliğiyle zenginleştirilen tasarımı sayesinde her ortamda dikkat çeker; salon, çalışma odası, kafe ve butik mekanlarda dekoratif bir odak noktası oluşturur. Nostaljik atmosferi sevenler için ideal olduğu gibi, özel ve anlamlı bir hediye alternatifi olarak da öne çıkar. Klasik, otantik ve vintage dekorasyon stilleriyle mükemmel uyum sağlayan İpekyolu Kandil, geçmişin estetiğini bugüne taşıyan zamansız bir tasarımdır.",https://www.laledevri.com.tr/shop/ipekyolu-kandil/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0079.jpg,in stock,9503.00 TRY,,Lale Devri,new,7399,ipekyolu > Oil Lamp,no,,,Glass,,
CG25K,Gülizar Kırmızı Kandil,"Adını “gül bahçesi” anlamına gelen Gülizar’dan alan bu özel kandil, geçmişin romantik ışığını günümüz dekorasyonuna taşıyor. İnce detayları ve estetik formu sayesinde bulunduğu ortama sıcak, huzurlu ve zarif bir atmosfer kazandırır. Dekoratif amaçlı kullanıma uygun olan Gülizar Kandil; salon, yatak odası, kafe, butik ve vitrin dekorasyonlarında dikkat çekici bir odak noktası oluşturur. Nostaljik tasarımı, klasik ve otantik dekorasyon stilleriyle mükemmel uyum sağlar. Hem kendiniz için şık bir dekor parçası hem de anlamı olan özel bir hediye arayanlar için Gülizar, zamansız ve duygusal bir seçimdir.",https://www.laledevri.com.tr/shop/gulizar-kirmizi-kandil/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0080.jpg,in stock,10148.00 TRY,,Lale Devri,new,7399,Gulizar > Oil Lamp,no,,,Glass,Red,
